  20/15/04,15.5
  20/15/04,12.8
  20/15/04,20.0
  20/15/04,23.0
  20/15/04,13.4
  20/15/04,12.9
  20/15/04,14.4
  20/15/04,15.2
  20/15/04,17.1
  20/15/04,17.4
  20/15/04,12.1
  20/15/04,15.5
  20/15/04,20.4
  20/15/04,15.0
  20/15/04,13.9
  20/15/04,12.6
  20/15/04,11.8
  20/15/04,14.7
  20/15/04,14.2
  20/15/05,13.3
  20/15/05,15.8
  20/15/05,17.0
  20/15/05,19.4
  20/15/05,22.2
  20/15/05,15.5
  20/15/05,16.2
  20/15/05,19.4
  20/15/05,16.1
  20/15/05,19.1
  20/15/05,25.6
  20/15/05,17.5
  20/15/05,18.1
  20/15/05,16.7
  20/15/05,14.4
  20/15/05,14.9
  20/15/05,16.2
  20/15/05,14.0
  20/15/05,13.7
  20/15/05,14.7
  20/15/05,17.4
  20/15/05,19.9
  20/15/05,15.7
  20/15/05,19.9
  20/15/05,15.3
  20/15/05,15.8
  20/15/05,18.9
  20/15/05,16.5
  20/15/05,15.8
  20/15/05,15.4
  20/15/05,16.5
  20/15/06,16.1
  20/15/06,17.7
  20/15/06,17.7
  20/15/06,22.0
  20/15/06,31.8
  20/15/06,18.9
  20/15/06,18.9
  20/15/06,17.2
  20/15/06,15.0
  20/15/06,20.8
  20/15/06,24.0
  20/15/06,27.4
  20/15/06,21.3
  20/15/06,19.5
  20/15/06,17.5
  20/15/06,17.7
  20/15/06,22.7
  20/15/06,16.6
  20/15/06,15.3
  20/15/06,16.3
  20/15/06,18.5
  20/15/06,15.3
  20/15/06,15.1
  20/15/06,21.5
  20/15/06,24.0
  20/15/06,25.0
  20/15/06,21.8
  20/15/06,23.2
  20/15/06,24.2
  20/15/06,27.3
  20/15/07,33.1
  20/15/07,33.1
  20/15/07,29.1
  20/15/07,32.7
  20/15/07,28.2
  20/15/07,23.8
  20/15/07,25.8
  20/15/07,19.6
  20/15/07,17.6
  20/15/07,22.6
  20/15/07,28.7
  20/15/07,20.4
  20/15/07,19.6
  20/15/07,21.3
  20/15/07,21.1
  20/15/07,25.1
  20/15/07,25.6
  20/15/07,22.1
  20/15/07,20.5
  20/15/07,21.4
  20/15/07,25.4
  20/15/07,23.1
  20/15/07,21.7
  20/15/07,23.3
  20/15/07,18.3
  20/15/07,20.9
  20/15/07,19.7
  20/15/07,18.9
  20/15/07,17.6
  20/15/07,18.1
  20/15/07,19.4
  20/15/08,22.0
  20/15/08,24.2
  20/15/08,30.0
  20/15/08,21.5
  20/15/08,25.0
  20/15/08,28.4
  20/15/08,27.0
  20/15/08,23.0
  20/15/08,24.3
  20/15/08,25.2
  20/15/08,25.4
  20/15/08,23.0
  20/15/08,28.4
  20/15/08,25.4
  20/15/08,22.1
  20/15/08,16.6
  20/15/08,15.2
  20/15/08,16.8
  20/15/08,22.5
  20/15/08,24.9
  20/15/08,25.3
  20/15/08,26.5
  20/15/08,25.9
  20/15/08,23.1
  20/15/08,19.9
  20/15/08,25.2
  20/15/08,18.5
  20/15/08,20.9
  20/15/08,23.6
  20/15/08,25.3
  20/15/08,26.5
  20/15/09,19.5
  20/15/09,18.8
  20/15/09,17.1
  20/15/09,16.6
  20/15/09,16.9
  20/15/09,17.0
  20/15/09,16.9
  20/15/09,16.9
  20/15/09,18.5
  20/15/09,19.6
  20/15/09,20.1
  20/15/09,20.2
  20/15/09,19.4
  20/15/09,19.8
  20/15/09,15.9
  20/15/09,19.2
  20/15/09,16.4
  20/15/09,18.4
  20/15/09,17.5
  20/15/09,18.1
  20/15/09,18.6
  20/15/09,17.4
  20/15/09,17.3
  20/15/09,15.7
  20/15/09,16.8
  20/15/09,16.8
  20/15/09,17.5
  20/15/09,16.0
  20/15/09,17.4
  20/15/09,17.5
  20/15/10,16.9
  20/15/10,18.3
  20/15/10,18.8
  20/15/10,17.9
  20/15/10,16.9
  20/15/10,17.6
  20/15/10,17.6
  20/15/10,15.9
  20/15/10,16.3
  20/15/10,14.3
  20/15/10,11.5
  20/15/10,10.2
  20/15/10,5.9
  20/15/10,8.0
  20/15/10,8.0
  20/15/10,8.4
  20/15/10,9.0
  20/15/10,10.9
  20/15/10,12.5
  20/15/10,12.6
  20/15/10,12.5
  20/15/10,14.8
  20/15/10,14.1
  20/15/10,13.8
  20/15/10,14.3
  20/15/10,15.8
  20/15/10,17.3
  20/15/10,13.3
  20/15/10,15.6
  20/15/10,15.0
  20/15/10,14.3
  20/15/11,16.0
  20/15/11,15.9
  20/15/11,15.7
  20/15/11,15.4
  20/15/11,15.4
  20/15/11,17.1
  20/15/11,18.5
  20/15/11,17.3
  20/15/11,16.0
