2014/11/10,12.6
  20/14/11,12.9
  20/14/11,12.2
  20/14/11,13.3
  20/14/11,12.4
  20/14/11,11.0
  20/14/11,9.2
  20/14/11,12.3
  20/14/11,8.3
  20/14/11,9.1
  20/14/11,8.0
  20/14/11,9.0
  20/14/11,11.8
  20/14/11,13.5
  20/14/11,11.3
  20/14/11,9.1
  20/14/11,6.4
  20/14/11,8.8
  20/14/11,9.5
  20/14/11,4.9
  20/14/11,3.1
  20/14/12,2.4
  20/14/12,1.4
  20/14/12,1.0
  20/14/12,1.5
  20/14/12,5.3
  20/14/12,9.1
  20/14/12,6.7
  20/14/12,4.9
  20/14/12,4.9
  20/14/12,9.9
  20/14/12,7.7
  20/14/12,9.4
  20/14/12,6.8
  20/14/12,4.8
  20/14/12,7.9
  20/14/12,7.8
  20/14/12,10.6
  20/14/12,12.5
  20/14/12,12.4
  20/14/12,9.1
  20/14/12,10.3
  20/14/12,12.8
  20/14/12,12.8
  20/14/12,10.0
  20/14/12,7.9
  20/14/12,5.2
  20/14/12,2.9
  20/14/12,3.4
  20/14/12,5.6
  20/14/12,6.5
  20/14/12,7.6
  20/15/01,4.7
  20/15/01,10.1
  20/15/01,5.9
  20/15/01,8.0
  20/15/01,3.8
  20/15/01,5.8
  20/15/01,7.2
  20/15/01,8.2
  20/15/01,13.7
  20/15/01,13.3
  20/15/01,8.2
  20/15/01,10.2
  20/15/01,11.0
  20/15/01,6.0
  20/15/01,10.3
  20/15/01,8.3
  20/15/01,5.9
  20/15/01,3.3
  20/15/01,1.6
  20/15/01,3.7
  20/15/01,1.5
  20/15/01,0.4
  20/15/01,-1.3
  20/15/01,6.8
  20/15/01,5.6
  20/15/01,8.3
  20/15/01,7.7
  20/15/01,7.2
  20/15/01,4.5
  20/15/01,4.4
  20/15/01,4.4
  20/15/02,5.7
  20/15/02,5.5
  20/15/02,6.3
  20/15/02,5.3
  20/15/02,2.0
  20/15/02,3.1
  20/15/02,5.5
  20/15/02,6.7
  20/15/02,7.2
  20/15/02,7.2
  20/15/02,5.4
  20/15/02,4.5
  20/15/02,9.9
  20/15/02,10.2
  20/15/02,6.7
  20/15/02,7.7
  20/15/02,9.0
  20/15/02,8.1
  20/15/02,7.4
  20/15/02,6.5
  20/15/02,6.3
  20/15/02,6.8
  20/15/02,9.8
  20/15/02,8.9
  20/15/02,8.7
  20/15/02,8.3
  20/15/02,8.2
  20/15/02,9.1
  20/15/03,10.7
  20/15/03,8.4
  20/15/03,7.5
  20/15/03,7.6
  20/15/03,10.3
  20/15/03,9.0
  20/15/03,13.9
  20/15/03,15.7
  20/15/03,11.3
  20/15/03,11.3
  20/15/03,9.5
  20/15/03,12.7
  20/15/03,9.2
  20/15/03,5.3
  20/15/03,6.8
  20/15/03,12.8
  20/15/03,17.8
  20/15/03,8.8
  20/15/03,12.6
  20/15/03,9.3
  20/15/03,9.3
  20/15/03,8.6
  20/15/03,9.3
  20/15/03,11.5
  20/15/03,6.9
  20/15/03,7.3
  20/15/03,8.9
  20/15/03,11.7
  20/15/03,11.3
  20/15/03,9.1
  20/15/03,11.1
  20/15/04,9.1
  20/15/04,8.6
  20/15/04,9.5
  20/15/04,9.4
  20/15/04,11.3
  20/15/04,11.7
  20/15/04,13.2
  20/15/04,14.2
  20/15/04,18.1
  20/15/04,19.6
  20/15/04,13.6
