title,runtime,genre(s),director(s),writer(s),actor(s),rating(s),number of rating(s)
Jurassic Park,127,Steven Spielberg,Michael Crichton; Michael Crichton,Sam Neill; Laura Dern; Jeff Goldblum,8.1,545657
Donnie Darko,113,Richard Kelly,Richard Kelly,Jake Gyllenhaal; Jena Malone; Mary McDonnell,8.1,538337
8½,138,Federico Fellini,Federico Fellini; Ennio Flaiano,Marcello Mastroianni; Anouk Aimée; Claudia Cardinale,8.1,72351
Strangers on a Train,101,Alfred Hitchcock,Raymond Chandler; Czenzi Ormonde,Farley Granger; Robert Walker; Ruth Roman,8.1,88023
Before Sunrise,105,Richard Linklater,Richard Linklater; Kim Krizan,Ethan Hawke; Julie Delpy; Andrea Eckert,8.1,165399
Twelve Monkeys,129,Terry Gilliam,Chris Marker; David Webb Peoples,Bruce Willis; Madeleine Stowe; Brad Pitt,8.1,428688
The Terminator,107,James Cameron,James Cameron; Gale Anne Hurd,Arnold Schwarzenegger; Linda Hamilton; Michael Biehn,8.1,548099
Mou gaan dou,101,Wai-Keung Lau; Alan Mak,Alan Mak; Felix Chong,Andy Lau; Tony Chiu Wai Leung; Anthony Chau-Sang Wong,8.1,85058
The Avengers,143,Joss Whedon,Joss Whedon; Zak Penn,Robert Downey Jr.; Chris Evans; Scarlett Johansson,8.1,896623
Groundhog Day,101,Harold Ramis,Danny Rubin; Harold Ramis,Bill Murray; Andie MacDowell; Chris Elliott,8.1,398312
Jaws,124,Steven Spielberg,Peter Benchley; Carl Gottlieb,Roy Scheider; Robert Shaw; Richard Dreyfuss,8.1,377619
"Monsters, Inc.",92,Pete Docter; David Silverman,Pete Docter; Jill Culton,Billy Crystal; John Goodman; Mary Gibbs,8.1,524544
De slag om Algiers,121,Gillo Pontecorvo,Gillo Pontecorvo; Franco Solinas,Brahim Hadjadj; Jean Martin; Yacef Saadi,8.2,33647
The Truman Show,103,Peter Weir,Andrew Niccol,Jim Carrey; Ed Harris; Laura Linney,8.1,606155
Salinui chueok,130,Joon-ho Bong,Joon-ho Bong; Kwang-rim Kim,Kang-ho Song; Sang-kyung Kim; Roe-ha Kim,8.1,57777
Harry Potter and the Deathly Hallows: Part 2,130,David Yates,Steve Kloves; J.K. Rowling,Daniel Radcliffe; Emma Watson; Rupert Grint,8.1,486890
Barry Lyndon,184,Stanley Kubrick,Stanley Kubrick; William Makepeace Thackeray,Ryan O'Neal; Marisa Berenson; Patrick Magee,8.1,92931
Fanny och Alexander,188,Ingmar Bergman,Ingmar Bergman,Bertil Guve; Pernilla Allwin; Kristina Adolphson,8.1,39415
Kumonosu-jô,110,Akira Kurosawa,Hideo Oguni; Shinobu Hashimoto,Toshirô Mifune; Minoru Chiaki; Isuzu Yamada,8.2,27629
Rocky,119,John G. Avildsen,Sylvester Stallone,Sylvester Stallone; Talia Shire; Burt Young,8.1,331696
Dog Day Afternoon,125,Sidney Lumet,Frank Pierson; P.F. Kluge,Al Pacino; John Cazale; Penelope Allen,8.1,169591
Guardians of the Galaxy,121,James Gunn,James Gunn; Nicole Perlman,Chris Pratt; Vin Diesel; Bradley Cooper,8.1,569826
La haine,98,Mathieu Kassovitz,Mathieu Kassovitz,Vincent Cassel; Hubert Koundé; Saïd Taghmaoui,8.1,94147
Yip Man,106,Wilson Yip,Edmond Wong; Chan Tai-Li,Donnie Yen; Simon Yam; Siu-Wong Fan,8.1,145125
Klokslag 12,85,Fred Zinnemann,Carl Foreman; John W. Cunningham,Gary Cooper; Grace Kelly; Thomas Mitchell,8.1,74197
The King's Speech,118,Tom Hooper,David Seidler,Colin Firth; Geoffrey Rush; Helena Bonham Carter,8.1,454216
The Imitation Game,114,Morten Tyldum,Graham Moore; Andrew Hodges,Benedict Cumberbatch; Keira Knightley; Matthew Goode,8.1,366761
Per un pugno di dollari,99,Sergio Leone,Adriano Bolzoni; Víctor Andrés Catena,Clint Eastwood; Gian Maria Volonté; Marianne Koch,8.1,130651
Pirates of the Caribbean: The Curse of the Black Pearl,143,Gore Verbinski,Ted Elliott; Terry Rossio,Johnny Depp; Geoffrey Rush; Orlando Bloom,8.1,743988
Prisoners,153,Denis Villeneuve,Aaron Guzikowski,Hugh Jackman; Jake Gyllenhaal; Viola Davis,8.1,332957
Notorious,101,Alfred Hitchcock,Ben Hecht,Cary Grant; Ingrid Bergman; Claude Rains,8.1,68781
Tenkû no shiro Rapyuta,124,Hayao Miyazaki,Hayao Miyazaki,Anna Paquin; James Van Der Beek; Cloris Leachman,8.1,88099
The Help,146,Tate Taylor,Tate Taylor; Kathryn Stockett,Emma Stone; Viola Davis; Octavia Spencer,8.1,292658
Roman Holiday,118,William Wyler,Ian McLellan Hunter; John Dighton,Gregory Peck; Audrey Hepburn; Eddie Albert,8.1,90957
Wie is bang voor Virginia Woolf?,131,Mike Nichols,Ernest Lehman,Elizabeth Taylor; Richard Burton; George Segal,8.1,51947
Papillon,151,Franklin J. Schaffner,Dalton Trumbo; Lorenzo Semple Jr.,Steve McQueen; Dustin Hoffman; Victor Jory,8.1,91492
Bom yeoreum gaeul gyeoul geurigo bom,103,Ki-duk Kim,Ki-duk Kim,Ki-duk Kim; Yeong-su Oh; Jong-ho Kim,8.1,57703
Belle en het Beest,84,Gary Trousdale; Kirk Wise,Linda Woolverton; Roger Allers,Paige O'Hara; Robby Benson; Jesse Corti,8.0,279212
The Night of the Hunter,92,Charles Laughton; Robert Mitchum,Davis Grubb; James Agee,Robert Mitchum; Shelley Winters; Lillian Gish,8.1,60018
Anatomy of a Murder,160,Otto Preminger,Wendell Mayes; John D. Voelker,James Stewart; Lee Remick; Ben Gazzara,8.1,42652
Before Sunset,80,Richard Linklater,Richard Linklater; Julie Delpy,Ethan Hawke; Julie Delpy; Vernon Dobtcheff,8.1,153554
La Strada,108,Federico Fellini,Federico Fellini; Tullio Pinelli,Anthony Quinn; Giulietta Masina; Richard Basehart,8.1,43914
Le samouraï,105,Jean-Pierre Melville,Jean-Pierre Melville; Georges Pellegrin,Alain Delon; Nathalie Delon; François Périer,8.1,29424
The Graduate,106,Mike Nichols,Calder Willingham; Buck Henry,Dustin Hoffman; Anne Bancroft; Katharine Ross,8.0,200135
La dolce vita,174,Federico Fellini,Federico Fellini; Ennio Flaiano,Marcello Mastroianni; Anita Ekberg; Anouk Aimée,8.1,45302
The Hustler,134,Robert Rossen,Sidney Carroll; Robert Rossen,Paul Newman; Jackie Gleason; Piper Laurie,8.1,59833
Fa yeung nin wa,98,Kar Wai Wong,Kar Wai Wong,Tony Chiu Wai Leung; Maggie Cheung; Ping Lam Siu,8.1,68739
Wat is er toch van Baby Jane terechtgekomen?,134,Robert Aldrich,Henry Farrell; Lukas Heller,Bette Davis; Joan Crawford; Victor Buono,8.1,28803
Tramlijn Begeerte,122,Elia Kazan,Tennessee Williams; Oscar Saul,Vivien Leigh; Marlon Brando; Kim Hunter,8.1,73574
Solaris,167,Andrei Tarkovsky,Stanislaw Lem; Fridrikh Gorenshteyn,Natalya Bondarchuk; Donatas Banionis; Jüri Järvet,8.1,49415
Trois couleurs: Rouge,99,Krzysztof Kieslowski,Krzysztof Kieslowski; Krzysztof Piesiewicz,Irène Jacob; Jean-Louis Trintignant; Frédérique Feder,8.1,59412
